id,origen,destino,razon_viaje,transporte_utilizado,num_transbordos,tiempo_llegada,hora_inicio,hora_llegada,frecuencia_viaje,razon_transporte,costo_viaje,nivel_confort,satisfaccion_transporte,considera_otro_transporte,edad,genero,ocupacion,ingreso_mensual,vehiculos_hogar,factores_importantes,cambios_viaje,mejoras_transporte,acompanamiento,gasto_mensual_transporte,seguridad_trayecto
2024-09-26 14:48:31.489,calle 11 y reforma,uabc_sauzal,Estudio,Autobús,2,30 minutos,09:00:00,10:00:00,Diariamente,Es la única opción,13,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",26,Masculino,Estudiante,10 mil - 12 mil,0,"Tiempo, Costo, Seguridad",Salir 1 hora antes para ir a cualquier parte de Ensenada,"Con horarios bien definidos y puntuales, unidades nuevas y en condiciones, mejor trato.",Solo,500,1
2024-09-26 14:52:03.777,valle_verde,uabc_sauzal,Estudio,Autobús,2,Una hora a una hora dies minutos,06:50:00,08:00:00,Diariamente,Es la única opción,12,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",26,Masculino,Estudiante,10 mil - 12 mil,0,"Tiempo, Costo, Seguridad, Comodidad",Por la ineficiencia del trasporte ,"Profesionalismo de los conductores, mayor número de unidades, menos tiempo de espera ",Solo,2000,4
2024-09-26 14:59:46.544,"calle 10, ensenada, baja california ",cicese,Estudio,Autobús,2,40 minutos,08:00:00,08:40:00,Diariamente,Costo,6 pesos,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",24,Femenino,Estudiante,8 mil - 10 mil,0,"Tiempo, Costo, Seguridad, Comodidad","Porque el transporte está muy mal, una hora antes tengo que tomar el transporte, esta muy lleno y no me suben, llego tarde","Que hayan dos puertas (entrada y salida), que hayan más transportes y que sean más grandes.",Con mi pareja,60,4
2024-09-26 15:06:22.975,centro,ia,Estudio,Autobús,0,20 min,08:00:00,08:20:00,Diariamente,Es la única opción,6,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",22,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad",No,"Más unidades de transporte, mayor espacio ",Con compañeros de la universidad ,200,3
2024-09-26 15:06:48.709,calle ruiz interseccion con reforma ,cicese,Estudio,Autobús,1,1:30 horas,09:00:00,10:30:00,Diariamente,Es la única opción,12,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",24,Masculino,Estudiante,12 mil - 14 mil,1,"Tiempo, Costo, Seguridad, Comodidad",Tomar didis cuando no hay ninguna otra opción ,"Eficiencia, rapidez y seguridad ",Acompañado con mi novia ,320,3
2024-09-26 15:10:48.992,autozone ,unam,Estudio,Autobús,0,15 minutos,10:00:00,10:15:00,Diariamente,Es la única opción,6,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",21,Femenino,Estudiante,menos de 8 mil,0,Costo,No,Camiones más grandes y con sistema para no tener que estar gritando. ,Sola.,500,1
2024-09-26 15:17:04.381,condominio santo tomas ,unam,Estudio,Autobús,0,30-40 min,08:00:00,08:40:00,Diariamente,Es la única opción,6 pesos,1,2,"Transporte privado (Didi, Uber, Indriver etc. )",24,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad",No,Que haya más unidades o al menos una exclusiva de estudiantes ,A veces nos encontramos compañeros en las paradas de autobús ,300-400 pesos ,2
2024-09-26 15:21:06.962,"frayjuniper serra, colonia mision",playitas,Estudio,Autobús,0,45 min,08:00:00,09:00:00,Diariamente,Costo,13 pesos,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",30 años,Masculino,Estudiante,Más de 16 mil,1,"Tiempo, Costo, Seguridad, Comodidad","Usar didi o uber porque los camiones son pequeños y bienen llenos, entonces hay que esperar mucho tiempo en la parada.","Camiones más grandes, mayor frecuencia, mejores condiciones de las unidades.",Solo.,800 pesos,1
2024-09-26 15:32:29.284,centro,cicese,Estudio,Automóvil,1,15 min,10:00:00,10:15:00,Diariamente,Comodidad,600 cada dos semanas,4,5,Vigia,27,Femenino,Estudiante,12 mil - 14 mil,1,"Tiempo, Seguridad",no,"Mayor acceso al transporte público, más vías.","solo normalmente, a veces acompañada",1200,5
2024-09-26 15:33:36.228,avenida diamante y av. reforma ,cicese,Estudio,Autobús,1,40,08:20:00,09:10:00,Diariamente,Es la única opción,7,4,2,"Transporte privado (Didi, Uber, Indriver etc. )",27,Femenino,Estudiante,14 mil - 16 mil,0,"Tiempo, Costo",No,Tiempo  de traslado,Sola,1000,5
2024-09-26 15:55:52.339,residencial misiones de la presa ii,cicese,Estudio,Autobús,2,1h o hasta 2h,02:00:00,03:03:00,Diariamente,Costo,13,3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",25,Masculino,Estudiante,12 mil - 14 mil,2,"Tiempo, Costo",No,Más autobuses y mejor organización con sus horarios. ,A veces acompañado por compañeros del posgrado,300,3
2024-09-26 16:25:17.422,moderna,cicese,Estudio,Automóvil,0,5,09:00:00,09:10:00,Diariamente,Comodidad,100,5,5,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",26,Femenino,Estudiante,14 mil - 16 mil,2,Tiempo,No,Metrobus ,Solo,4000,5
2024-09-26 16:27:09.170,cicese,moderna,Estudio,Autobús,1,10 min,14:00:00,15:00:00,Diariamente,Es la única opción,13,1,1,No hay,25,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad",No,Más transportes o que pasen con más frecuencia ,Solo,3,2
2024-09-26 16:28:11.034,sauzal,cicese,Estudio,Autobús,0,15 minutos,08:30:00,08:45:00,Diariamente,Es la única opción,12 pesos ,2,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",27 años,Masculino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo",No,Mayor espacio entre asientos y que no estén expuestos los fierros de los asientos ,Solo,500-600 pesos ,4
2024-09-26 16:29:53.151,moderna,cicese,Estudio,Autobús,1,20 minutos,08:30:00,09:00:00,Diariamente,Es la única opción,13 pesos por Viaje,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",25,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad",No,"Mejores condiciones de los vehículos, más puntualidad y flujo de transporte, trato amable, reducción de la tarifa (gratis idealmente) y seguridad durante el viaje.",Solo,1000 pesos aprox,2
2024-09-26 16:32:31.266,nueva ensenada ,cicese,Estudio,Autobús,1,40 minutos ,07:30:00,08:10:00,Diariamente,Es la única opción,7.5,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",33,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Costo",No,"Renovar unidades, mayor cantidad de rutas, aumentar unidades. ",Solo,800-1000,3
2024-09-26 16:36:24.096,uabc_sauzal,juarez y espinoza,Estudio,Autobús,1,40 min,19:30:00,20:20:00,Diariamente,Es la única opción,13,3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",33,Masculino,Estudiante,14 mil - 16 mil,0,Tiempo,Ninguna,Transporte amplio y que no tarden en pasar,Solo,700,3
2024-09-26 16:36:42.086,valle_verde,sauzal,Estudio,Autobús,1,1 hora 15 minutos (depende el tráfico),09:00:00,10:15:00,3 veces por semana,Costo,250 semanales ,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",27,Femenino,Estudiante,8 mil - 10 mil,2,"Tiempo, Costo, Seguridad","Si, uso de aplicaciones (DiDi) pero es mucho mas costoso. Principalmente optó por esa opción por el tiempo de traslado. ",Mejores unidades (están en muy mal estado) y que se respeten los horarios ,Solo ,1000 (250 por semana) ,1
2024-09-26 16:37:10.520,sauzal,cicese,Estudio,Autobús,0,15 minutos ,08:40:00,08:55:00,Diariamente,Es la única opción,13,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",24,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,Mejor trato por los chóferes y respetar el precio de estudiante,Solo,450,1
2024-09-26 16:42:37.661,playitas,supermercado,Compras,Autobús,1,20 minutos solo de transporte (sin tiempo de espera),10:00:00,10:40:00,1 vez por semana,Es la única opción,13 pesos,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",37,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Costo, Seguridad, Comodidad","Sí. Viajo más en bicicleta, por hacer ejercicio principalmente y por económico, aunque no es muy seguro en la ciudad. ",Unidades nuevas o al menos en mejor estado que las actuales. Una mejor planeación de los horarios para que el transporte sea más frecuente y mejorar la conducción de operadores.  ,Sólo,1200 pesos,2
2024-09-26 16:46:00.026,azteca ,cicese,Estudio,Autobús,1,15 minutos ,08:15:00,08:30:00,Diariamente,Costo,13,1,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",26,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Comodidad",No ,Más transporte ,Sola,600,3
2024-09-26 16:48:02.612,valle_dorado,cicese,Estudio,Autobús,0,alrededor de 40min a 50min,09:00:00,10:00:00,Diariamente,Es la única opción,6,1,2,"Transporte privado (Didi, Uber, Indriver etc. )",26,Femenino,Estudiante,10 mil - 12 mil,0,"Costo, Seguridad, Comodidad",no he cambiado la forma por que no tengo otra opcion ,"que haya autobuses sufucientes, y que sea mas amables y tengan empatia con los pasajeros  en general que de un buen servicio adecuado alas necesidades como estudiante o ciudadano en general ",solo,200,1
2024-09-26 16:48:59.110,encinos,uabc_sauzal,Estudio,Autobús,2,1 hora y media,08:00:00,09:30:00,Diariamente,Es la única opción,6 pesos,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",28,Femenino,Estudiante,10 mil - 12 mil,1,"Tiempo, Seguridad, Comodidad",A veces camino para tomar otra ruta ya que la que tomo esta demasiado llena y hay filas largas (sauzal),Más camiones o bien de mayor tamaño ,Solo,800,1
2024-09-26 16:51:15.961,calle doceava y 20 de noviembre ,unam,Estudio,Automóvil,0,10-15 min,08:45:00,09:00:00,Diariamente,Comodidad,No lo he hecho el cálculo del costo total,5,4,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",33,Femenino,Estudiante,Más de 16 mil,1,"Tiempo, Costo, Comodidad",No,"Usaría más transporte público si fuera más amplio el vehículo, más cómodo, horarios más frecuentes y choferes más responsables ","Normalmente sola, en ocasiones con mi pareja ",950 pesos,5
2024-09-26 16:55:09.067,sauzal,cicese,Estudio,Autobús,0,20,07:40:00,07:50:00,Diariamente,Es la única opción,6,2,5,No,26,Masculino,Estudiante,10 mil - 12 mil,0,"Tiempo, Costo",No,Mejorar los asientos y zonas de donde agarrarse si es que vas de pie,Solo,200,3
2024-09-26 17:13:56.896,nueva ensenada,cicese,Estudio,Autobús,1,35,07:00:00,07:40:00,Diariamente,Es la única opción,20,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",29,Masculino,Estudiante,14 mil - 16 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,Mayor comodidad y seguridad ,Solo,500,1
2024-09-26 17:21:43.937,centro,uabc_sauzal,Estudio,Bicicleta,0,30 min,08:00:00,08:40:00,Diariamente,Costo,10 pesos ,2,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",34,Masculino,Estudiante,menos de 8 mil,1,"Costo, Seguridad, Comodidad","No, ya que utilizo para viajes largo el carro",Que hubiera mejores paradas y mejores camiones ,No,2000,2
2024-09-26 17:43:27.559,valle_dorado,cicese,Estudio,Autobús,1,30 minutos ,07:00:00,07:35:00,Diariamente,Es la única opción,13 pesos,1,2,"Transporte privado (Didi, Uber, Indriver etc. )",31,Femenino,Estudiante,14 mil - 16 mil,1,Seguridad,No,"Mejores camiones, más asientos, seguridad ",Solo,200,2
2024-09-26 17:46:33.962,punta banda,cicese,Estudio,Autobús,2,45 a 60 minutos ,07:00:00,07:50:00,Diariamente,Costo,7 pesos,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",24,Masculino,Estudiante,14 mil - 16 mil,1,"Tiempo, Costo, Comodidad",No,Aumento del espacio ,Solo,400,4
2024-09-26 17:47:50.603,burguer king,cicese,Estudio,Autobús,1,1.3 hrs,09:10:00,10:40:00,Diariamente,Costo,6,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",26,Masculino,Estudiante,menos de 8 mil,0,"Costo, Seguridad",no he realizado cambios,"más amplios de asiento, que no saturen de personas el camión",a veces con mis roomies,cerca de 500,2
2024-09-26 17:48:21.191,centro,uabc_sauzal,Estudio,Autobús,0,15,09:00:00,09:15:00,3 veces por semana,Rapidez,6,3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",35,Masculino,Estudiante,Más de 16 mil,0,Costo,No,Taxis compartidos,Solo,80,3
2024-09-26 17:54:21.260,maneadero,cicese,Estudio,Autobús,1,90 min,09:00:00,11:00:00,Diariamente,Es la única opción,28,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",30,Masculino,Estudiante,Más de 16 mil,0,Costo,"Uso autobús al centro de Ensenada y de ahí pido Uber, por tiempo y porque desde donde vivo no hay opción de Uber ","Más unidades y en mejores condiciones, es una pesadilla tomar un camión desde mi casa a CICESE y viceversa. Hay demasiada gente y muy pocas unidades. ",Solo,600-800 ,3
2024-09-26 18:07:45.960,maneadero,uabc_sauzal,Estudio,Autobús,0,1 hora,05:50:00,06:50:00,Diariamente,Costo,14,2,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",29,Masculino,Estudiante,Más de 16 mil,1,"Tiempo, Seguridad",he comprado una moto porque los micros pasan a la hora que quieren,un horario al cual el transporte debería de pasar por los lugares,solo,500,1
2024-09-26 18:08:15.547,calle del tulipan colonia marquez del leon,sauzal,Estudio,Autobús,3 o más,1 hora o más ,08:00:00,16:00:00,Diariamente,Es la única opción,15,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",27,Femenino,Estudiante,10 mil - 12 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,Más capacidad en el transporte ,Solo,600,1
2024-09-26 18:18:49.372,centro,cicese,Estudio,Autobús,1,40 minutos,08:00:00,08:40:00,Diariamente,Es la única opción,7 pesos,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",26,Femenino,Estudiante,14 mil - 16 mil,0,"Tiempo, Seguridad, Comodidad",No,Más autobuses más seguidos y con mejor calidad,Solo,300 pesos,2
2024-09-26 18:19:31.717,av reforma con calle novena,cicese,Estudio,Autobús,0,30 minutos,09:00:00,09:30:00,Diariamente,Costo,6 pesos,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",34,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Comodidad",No,Asientos con mejor mantenimiento,Solo,250 pesos,4
2024-09-26 18:20:14.705,"olas altas, fracc. playa ensenada, 22880",cicese,Estudio,Autobús,1,40 minutos ,07:30:00,08:10:00,2 veces por semana,Costo,7,3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",27,Masculino,Estudiante,menos de 8 mil,1,"Tiempo, Costo",Ponerme de acuerdo con un compañero para que me dé raite,"Implementación de Transporte exclusivo para estudiantes que tome en cuenta las principales rutas de la ciudad, ya que son pocas las rutas que pasan por el Sauzal en comparación con las que pasan por UABC Valle dorado, por ejemplo.",Compañero de clases,300,4
2024-09-26 18:34:15.088,esquina ambar con ruiz,cicese,Estudio,Autobús,2,1 hora,08:30:00,09:45:00,3 veces por semana,Es la única opción,6 pesos por pasaje,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",26,Femenino,Estudiante,12 mil - 14 mil,0,Costo,"Raites, porque suelen ser más rápidos.","Rutas más frecuentes, camiones más amplios.",Solo ,700,3
2024-09-26 18:46:06.366,buena_vista_(zorrillo),cicese,Estudio,Autobús,1,40 minutos a 1 hora,06:50:00,08:00:00,Diariamente,Es la única opción,14 a 26 pesos,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",31,Femenino,Estudiante,Más de 16 mil,1,"Tiempo, Costo, Seguridad, Comodidad",Tuve que invertir en un automóvil ya que es muy complicado y tedioso moverse en transporte público ,"Unidades para adultos, de gran capacidad y en óptimas condiciones. Más unidades y conductores capacitados ",Sólo ,1500,3
2024-09-26 18:56:52.593,playitas,cicese,Estudio,A pie,0,15 minutos,09:15:00,09:30:00,Diariamente,Es un camino corto,Nada,3,3,"Transporte privado (Didi, Uber, Indriver etc. )",27,Masculino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,"Más unidades de transporte, mejores condiciones de las mismas, mayor seguridad en el trayecto",Solo,400 pesos,3
2024-09-26 18:57:04.109,centro,playitas,Estudio,Autobús,1,50 minutos,08:15:00,06:30:00,Diariamente,Es la única opción,$6 pesos,2,1,"Transporte privado (Didi, Uber, Indriver etc. )",24 años,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad","En una temporada cambié a las plataformas de didi y uber, ya que sufrí acoso en el transporte público.","Comodidad, manejar con cuidado y respeto.",Sóla,$250,1
2024-09-26 19:03:19.625,alisos-reforma,cicese,Estudio,Autobús,2,45-60 min,08:00:00,09:20:00,Diariamente,Es la única opción,$12.00,3,3,"Transporte privado (Didi, Uber, Indriver etc. )",39,Femenino,Estudiante,Más de 16 mil,0,La rura,"En ocasiones utilizo el transporte privado, cuestiones personales","Que los conductores estén mejor capacitados en el reglamento vial, que sean consientes de las condiciones de su unidad y que no manejen como cafres al volante, transportan gente, no ganado. Mejores unidades de transporte.",Solo,$424.00,2
2024-09-26 19:40:47.171,cicese,col. azteca ,Estudio,Autobús,1,30,16:00:00,17:00:00,Diariamente,Es la única opción,13 pesos! Es muy costoso ,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",27,Femenino,Estudiante,menos de 8 mil,0,"Costo, Seguridad","Sí, antes me movía en bicicleta pero también es súper peligroso ir por la carretera. Ojalá puedan adaptar las vialidades para que cochistas no sean el centro de la movilidad. Peatones y ciclistas tendrían que ser la prioridad. Así son las ciudades de primer mundo ","Más unidades y más grandes, reguladas, que no contaminen, no sean peligrosas. Del mes que llevo en Ensenada, solo tres veces me ha tocado ir sentada, el resto me ha tocado ir parada al ras de la puerta",Sola ,1000,1
2024-09-26 20:10:27.814,nueva ensenada,cicese,Estudio,Autobús,1,1 hra,08:00:00,09:05:00,Diariamente,Es la única opción,13,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",25,Femenino,Estudiante,8 mil - 10 mil,0,"Tiempo, Costo, Seguridad, Comodidad",no,"MAS UNIDADES CON MAYOR CAPACIDAD, se tarda mucho en pasar y se llena al tope, las unidades estan en muy mal estado, mas rutas",solo,300,1
2024-09-26 20:13:45.972,sauzal,centro,Estudio,Autobús,1,30 minutos ,09:00:00,09:30:00,Diariamente,Es la única opción,$13 un viaje $26 redondo ,1,1,No,32,Femenino,Empleado,8 mil - 10 mil,0,"Costo, Seguridad, Comodidad, Puntualidad ",Llevar comida porque tarda mucho en pasar o no ya no suben pasajeros ,Puntos específicos de paradas así disminuiría el tiempo de espera y que las unidades están en mejores condiciones ,No,$520,2
2024-09-26 20:23:09.696,centro,cicese,Estudio y trabajo,Autobús,2,30-40 min,07:30:00,08:10:00,Diariamente,Costo,52 ida y vuelta,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",39,Femenino,Estudiante,menos de 8 mil,0,Seguridad,"si, debo caminar a la parada del transbordo pues el primer transporte demora demasiado o viene muy lleno","Horarios fijos, y seguridad para todos. Vehículos adecuados, seguros, limpios y espaciosos. Choferes capacitados, educados, y con salarios dignos.",sola,1248,1
2024-09-26 20:25:21.002,sauzal,cicese,Estudio,Autobús,0,10 minutos ,09:40:00,09:50:00,Diariamente,Es la única opción,13,2,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",35,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,Que sean más grandes las unidades de transporte ,Solo,520,4
2024-09-26 20:33:40.422,centro,cicese,Estudio,Autobús,0,1 hora,09:00:00,10:00:00,Diariamente,Es la única opción,6,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",35,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad, Comodidad",no,"Aumentar la disponibilidad de vehículos que tengan buenas condiciones de higiene, con sillas en buen estado y accesorios para sostenerse",solo,300-500,2
2024-09-26 20:41:08.850,playitas,cicese,Estudio,A pie,0,20min,07:50:00,08:10:00,Diariamente,Es la única opción,Nada,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",24,Femenino,Estudiante,12 mil - 14 mil,0,Costo,Solo uso esta forma,"Me gustaría que hubiera transporte en la zona donde vivo, o al menos alguno del CICESE que pase en un horario en especifico y recoja a los estudiantes para llevarlos.",solo,"Si voy al centro cada 15 días son, $54, pero cuando voy al super necesito usar uber si son muchas cosas, y serian aprox $230 mas al mes",4
2024-09-26 20:41:22.437,playitas,cicese,Estudio,A pie,0,10 mins,08:30:00,08:40:00,Diariamente,Me queda muy cerca,0,3,5,"Transporte privado (Didi, Uber, Indriver etc. )",24,Femenino,Estudiante,14 mil - 16 mil,1,"Tiempo, Seguridad","Soy foranea, en mi rancho tenía mi propio carro y aquí no, un gran cambio",Mas cicemoviles,sola,300,3
2024-09-26 21:33:15.673,autozone 10,cicese,Estudio,Autobús,1,30 Minutos,08:20:00,08:50:00,Diariamente,Costo,6,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",23,Femenino,Estudiante,10 mil - 12 mil,0,"Tiempo, Costo, Seguridad, Comodidad",Salir mas temprano de casa debido a que no sé a qué hora pasara el camión,"Mas exactitud de horario, mas unidades en horas pico y que tienen como ruta la parada de las instituciones, mas limpieza",Sola,200,1
2024-09-26 21:40:18.071,riveroll,cicese,Estudio,Autobús,1,25,11:15:00,11:50:00,3 veces por semana,Costo,13 pesos,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",25,Masculino,Estudiante,14 mil - 16 mil,0,"Tiempo, Costo",He cambiado de lugar en donde tomo el camión para tomarlo antes de que se llene,"Me gustaría ver que todas las unidades de camion fueran las que tienen la mayor cantidad de asientos disponibles, ya que hay algunas que tienen entre 75 y 50% de los asientos lo cual obivamente disminuy la cantidad de gente que puede ir sentada. Tambien quisiera que hubiera mas agarraderas en general, ya que me ha tocado irme parado y sin poder agarrarme de ningun lado por la gran cantidad de gente, no me ha pasado personalmente pero puede ocasionarse un accidente por falta de agarraderas ",Acompañado (pareja),$520,3
2024-09-26 22:13:33.370,centro,cicese,Estudio,Autobús,1,1 hora,07:30:00,09:00:00,Diariamente,Costo,13 pesos,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",21 años,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,"Que haya más autobuses que puedan llevar a estudiantes en un horario específico, que sean más cómodos y con más espacio para no tener que ir en la puerta.",Solo,400,1
2024-09-26 22:40:51.131,en el burger king de la calle novena.,uabc_sauzal,Estudio,Autobús,3 o más,35 minutos a 1 hora.,07:00:00,07:45:00,Diariamente,Es la única opción,13 pesos,1,2,"Transporte privado (Didi, Uber, Indriver etc. )",23,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",No,"Un mayor numero de unidades por cada ruta y que estas tengan limpieza regular, en especial en los asientos.",Solo,780,3
2024-09-26 22:54:12.691,central vigia ,cicese,Estudio,Autobús,2,1:20,08:40:00,10:00:00,Diariamente,Es la única opción,14,2,1,"Transporte privado (Didi, Uber, Indriver etc. )",28,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad",No,Más rutas ,Solo ,300,3
2024-09-26 23:22:47.545,moderna,cicese,Estudio,Autobús,0,45 minutos ,08:15:00,09:00:00,Diariamente,Costo,6 pesos,3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",31,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,"La renovación de las unidades de transporte, que sea más frecuente, y la implementación de una parada en CICESE ","Acompañando, con amigos ",300,2
2024-09-27 08:05:12.615,moderna,uabc_sauzal,Estudio,Autobús,1,15 minutos ,08:40:00,09:00:00,Diariamente,Rapidez,6,1,1,Caminar o Uber ,21,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Comodidad","Caminar, no se puede tomar el micro a veces ","Ya sea más micros, o más amplios",Por lo regular solo,300,2
2024-09-27 08:05:30.457,acapulco,uabc_sauzal,Estudio,Autobús,1,40 min. Aprox.,10:00:00,10:40:00,Diariamente,Costo,6 pesos,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",22,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No he realizado cambios ,"Que hubiese mayor cantidad de vehículos, para que no se acumulara tanta gente, así como un mejor mantenimiento de los mismos.",Sola,240 pesos,3
2024-09-27 08:08:31.474,colonia marquez de leon,uabc_sauzal,Estudio,Autobús,1,40 minutos,08:00:00,08:40:00,Diariamente,Es la única opción,12,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",23,Femenino,Estudiante,menos de 8 mil,1,"Tiempo, Costo",No,Tamaño del transporte y cantidad,Solo,480 pesos,2
2024-09-27 08:09:08.512,col. salvador rosas magallon ,uabc_sauzal,Estudio,Autobús,2,2 horas,07:00:00,09:00:00,Diariamente,Es la única opción,$26 pesos,3,1,"Transporte privado (Didi, Uber, Indriver etc. )",22,Masculino,Estudiante,menos de 8 mil,1,"Tiempo, Costo",No,"Puntualidad, esto aumentando el número de unidades",Solo,$1000,3
2024-09-27 08:10:47.706,valle_de_chapultepec,uabc_sauzal,Estudio,Autobús,2,1 hora,08:30:00,09:30:00,Diariamente,Es la única opción,6 pesos cin tarjeta estudiante ,2,2,No,21,Femenino,Estudiante,menos de 8 mil,1,"Tiempo, Costo, Seguridad",Me voy en carro con alguien de mi salón que me da raite,Más camiones o camión estudiantil que me lleve a minimo punto medio,Sola,200,5
2024-09-27 08:13:27.663,"c. colinas de redondo 109, col. colinas del mar.",uabc_sauzal,Estudio,Autobús,1,12-20 min,10:00:00,10:20:00,Diariamente,Costo,6 pesos por autobús ,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",22 años,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",Estar más temprano en la parada porque los autobuses pasan con menos frecuencia,"Presentación y seguridad, normalmente los autobuses están muy deteriorados e incluso con asientos mal colocados",Sola,350,3
2024-09-27 08:22:38.430,moderna,cicese,Estudio,Automóvil,0,5 minutos ,08:50:00,08:58:00,Diariamente,Rapidez,800 pesos de gas a la quincena ,5,5,"Transporte privado (Didi, Uber, Indriver etc. )",28 años ,Femenino,Estudiante,10 mil - 12 mil,1,Seguridad,No,Seguridad ,Esposo ,1600 pesos ,5
2024-09-27 08:37:31.711,valle de guadalupe,uabc_sauzal,Estudio,Autobús,1,50 minutos,07:00:00,08:00:00,Diariamente,Es la única opción,15 pesos,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",21,Masculino,Estudiante,menos de 8 mil,3 o más,Tiempo,"Tomo raite, esto mehora el tiempo de llagada y el costo junto con la comodidad",Mantenimiento de las unidades de transporte,Acompañado de familiares,300,3
2024-09-27 08:38:05.694,encinos,uabc_sauzal,Estudio,Autobús,2,1 hora,11:00:00,12:00:00,Diariamente,Es la única opción,6 pesos cada micro (con descuento de estudiante),3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",23 años,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,Mejores condiciones de asientos,Sola,600,3
