id,origen,destino,razon_viaje,transporte_utilizado,num_transbordos,tiempo_llegada,hora_inicio,hora_llegada,frecuencia_viaje,razon_transporte,costo_viaje,nivel_confort,satisfaccion_transporte,considera_otro_transporte,edad,genero,ocupacion,ingreso_mensual,vehiculos_hogar,factores_importantes,cambios_viaje,mejoras_transporte,acompanamiento,gasto_mensual_transporte,seguridad_trayecto
2024-09-23 18:47:08.977,obrera,uabc_sauzal,Estudio,Autobús,2,50 min,09:00:00,09:50:00,Diario,Es la única opción,6 pesos por micro,1,1,Si la bicicleta ,28,Femenino,Estudiante,10 mil,0,Seguridad,Muchas veces pido didi pero ya han subido tarifas ,Cambio de unidades y mejores rutas ,Sola,120,2
2024-09-23 19:25:28.349,valle_dorado,"carr. tijuana-ensenada km. 107, ensenada, b.c.",Estudio,Autobús,2,65 minutos,06:45:00,07:50:00,Diariamenre ,Costo,12 pesos por descuento de estudiante,2,3,Auto ,17,Masculino,Estudiante,7000 (deposito de parte de mis padres),0,"Tiempo, Costo","Conseguir un carro, porque por mis horarios de estudio, el transporte publico no opera a esas horas","Amplitud de horarios, disponibilidad, ",Solo ,"Antes gastaba 1800 incluyendo taxis y didis, con mi descuento 1000",3
2024-09-24 09:32:47.103,parada del walmart de la once,cicese,Estudio,Autobús,0,45 minutos,08:00:00,09:00:00,5 días a la semana,Costo,7 pesos,1,1,"Sí, Uber o Didi",30 años,Masculino,Estudiante,19 mil pesos,0,"Tiempo, Costo, Seguridad, Comodidad","Pedir ""ride"", porque el transporte público tarda mucho, está muy lleno, las unidades son pequeñas y es muy inseguro.",Unidades más grandes.,Solo,250 a 400 pesos,2
2024-09-24 13:49:27.624,moderna,universidad nacional autonoma de mexico ,Estudio,Autobús,0,10 minutos ,07:30:00,08:30:00,Diariamente,Es la única opción,6,1,1,Caminar,22,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad","Si, a horas pico es imposible tomar un camión de Vigía. Hay que salir con más de una hora de anticipación para poder tomar un lugar.","Las condiciones de las unidades son deplorables, los transportes Vigía están en condiciones inhumanas, los chóferes son groseros y no les importa la calidad del servicio. 

1. Unidades más limpias, sin aromas extraños o al menos en condiciones operables. Hay una cantidad preocupante de unidades de transporte en terrible estado, con asientos rotos, sin asientos, con agujeros y animales. 
2. Más unidades, no es posible tener que esperar más de una hora para un trayecto de 5 minutos. 
3. Regulación a las unidades. Son unidades viejas que contaminan y provocan un impacto ambiental terrible.
4. Regulación de operadores. Los chóferes van comiendo, hablando por teléfono, viendo su celular. 
5. Respetar las tarifas de discapacidad y estudiantes. Los chóferes cobran lo que les da su gana y no respetan el precio presencial a estudiantes. 
6. Seguridad, no hay ningún tipo de operación en pro de la seguridad de los usuarios. Utilizar el transporte de noche es peligroso.",Solo,100,1
2024-09-24 13:49:38.845,playitas,centro,Compras,Autobús,0,De 30 minutos a 1 hora,03:00:00,04:00:00,1 vez por semana,Es la única opción,6,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",21,Masculino,Estudiante,menos de 8 mil,0,Costo,Vigía para ir al súper ,Mayor frecuencia ,Solo,50,4
2024-09-24 13:50:12.040,"(31.8665547, -116.6674900) coordenadas ",centro,Estudio,Autobús,0,30 min,13:30:00,14:10:00,3 veces por semana,Costo,6,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",25,Masculino,Estudiante,8 mil - 10 mil,0,"Tiempo, Costo, Seguridad, Comodidad",Ninguno,"Camiones en mejor estado, así como un mejor manejo por parte de los conductores. También estaría bien que hubiera más unidades ya que se saturan ",Compañeros ,250,2
2024-09-24 13:51:21.990,sexto ayuntamiento,"km. 107 carretera tijuana-ensenada,  apdo. postal, 356, cp. 22800,  ensenada, b.c. mexico.",Estudio,Autobús,2,25-40minutos,07:00:00,08:40:00,Diariamente,Es la única opción,12,3,2,"Transporte privado (Didi, Uber, Indriver etc. )",20,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",En ocasiones se me hace tarde y tengo que usar Uber ya que tarda mucho en pasar el camión,"Que pase más rápido, ya que tardan mucho en pasar hacia Sexto Ayuntamiento ",Solo,700,3
2024-09-24 13:52:53.919,moderna,uabc_sauzal,Estudio,Autobús,1,20 min,07:30:00,07:50:00,Diariamente,Es la única opción,13,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",20,Masculino,Estudiante,8 mil - 10 mil,0,Tiempo,No,Más camiones,Solo,400,1
2024-09-24 13:56:11.274,playitas,unam,Estudio,A pie,0,20 minutos,07:40:00,08:00:00,Diariamente,Costo,0,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",21,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,Que haya transporte para alumnos ,Solo,0,1
2024-09-24 13:57:52.801,moderna,unam,Estudio,Autobús,1,10-20min,07:00:00,07:20:00,Diariamente,Es la única opción,6 pesos con descuento de estudiante ,1,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",18 años,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad",Algunas veces he caminando ,Más unidades para satisfacer la demanda ,Sola,De 300-600 pesos,2
2024-09-24 14:00:24.396,playa ensenada,unam,Estudio,Autobús,0,De 15 min a 1 hr,08:30:00,09:00:00,2 veces por semana,Es la única opción,13 pesos,2,1,No,25,Femenino,Estudiante,8 mil - 10 mil,0,Costo,No,"Horarios fijos, más unidades, mayor comodidad",Sola,200 pesos,2
2024-09-24 14:05:59.008,centro,cicese,Estudio,Autobús,0,40 minutos,07:00:00,07:45:00,Diariamente,Costo,6,1,2,"Transporte privado (Didi, Uber, Indriver etc. )",19,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",empezar sntes mi trayecto debido a que a veces se tarda mád,"mayor nunero de unidades, mas comodidad y seguridad",solo,250,3
2024-09-24 14:17:00.998,"playa ensenada, bucaneros 803",unam,Estudio,Autobús,1,"20 minutos de trayecto, media hora en lo que llega.",07:30:00,08:15:00,Diariamente,Costo,6 pesos,1,2,"Transporte privado (Didi, Uber, Indriver etc. )",18 años,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Comodidad",Pararme más temprano porque tardan demasiado en pasar y a veces es urgente llegar rápido a un lugar.,"Que tarde menos, que te hagan descuento todos los días, y que chingue a su madre el América.",Solo.,240 pesos,2
2024-09-24 15:16:48.914,valle_de_chapultepec,uabc_sauzal,Estudio,Autobús,1,1. 5 horas,06:00:00,08:00:00,Diariamente,Es la única opción,52,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",36,Femenino,Estudiante,14 mil - 16 mil,1,"Tiempo, Seguridad",No,Más camiones menos retacados de personas ,Hijo,3000,3
2024-09-24 15:20:15.727,sauzal,cicese,Estudio,Autobús,1,5-10 minutos ,15:30:00,15:42:00,3 veces por semana,Es la única opción,$6 a $7,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",24,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",No ,"Medio de transporte seguro y cómodo, paradas establecidas",Solo ,$250,2
2024-09-24 15:22:22.058,valle_dorado,unam,Estudio,Autobús,1,45 minutos,07:00:00,07:45:00,Diariamente,No cuento con licencia de conducir ,6.00 MXN,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",23,Masculino,Estudiante,14 mil - 16 mil,2,"Tiempo, Seguridad, Frecuencia con la que el autobús pasa por las paradas",No.,"Aumentar la cantidad de autobuses que circulan para minimizar la espera en las paradas, las ocasiones en las que se quedan sin cupo y la necesidad de los pasajeros de viajar de pie.",Solo.,120 MXN,3
2024-09-24 15:23:36.219,cicese,ambar y reforma ,Estudio,Autobús,2,50 min,07:20:00,08:10:00,3 veces por semana,Es la única opción,16,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",23,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo","Si, no puedo trabajar bien por qué si salgo tarde no tengo como volver a mi casa","Ampliación de horarios de servicio, mejores unidades, paraderos con mejor seguridad y accesibilidad ",Solo,600,1
2024-09-24 15:28:16.889,sauzal,cicese,Estudio,Autobús,2,20 minutos,08:30:00,08:50:00,Diariamente,Es la única opción,$6,3,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",28,Masculino,Estudiante,14 mil - 16 mil,0,"Tiempo, Seguridad",Caminar porque no hay suficientes unidades de transporte ,"Más unidades, o que sean más grandes",Solo,$600,2
2024-09-24 15:42:59.287,autozone 10 20,unam,Estudio,Autobús,0,15 minutos ,09:00:00,09:15:00,Diariamente,Costo,$6.00,2,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",22 años,Femenino,Estudiante,menos de 8 mil,0,Costo,No he realizado cambios,"Horarios establecidos que se informen a los usuarios, unidades de transporte con mayor espacio o en su defecto más unidades, pues siempre que tomo el camión en mi punto de origen voy de pie, amontonada con mas personas que no alcanzaron asiento y cuando termina mi jornada la situación es la misma. Además es importante que dichos camiones estén en buen estado, ya que muchas veces los asientos son más pequeños de lo que deberían (ni siquiera caben 2 personas cómodamente), o hay partes metálicas de los asientos que ya no están recubiertas y pueden lastimar a los usuarios; incluso, ciertas unidades carecen de pasamanos.",Sola,$144,2
2024-09-24 15:44:47.779,bucaneros 803,unam,Estudio,Autobús,1,40-50 minutos aproximadamente ,09:11:00,09:40:00,Diariamente,Es la única opción,6-13(los sábados y domingos),2,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",20,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Comodidad",Estar en la parada con mínimo 30 minutos de anticipación ,Más camiones para no esperar tanto tiempo y que puedan llegar directamente a la universidad o a la parada de autobús que la mantienen deshabilitada sin motivo ,Mayormente acompañado por mis compañeros de casa ,728,2
2024-09-24 15:50:46.866,sauzal,cicese,Estudio,Autobús,1,A veces 10 minutos y a veces más de 30. Varía mucho.,07:40:00,08:10:00,Diariamente,Es la única opción,6 pero a veces se cobran 7.,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",18,Masculino,Estudiante,menos de 8 mil,0,"Seguridad, Comodidad",Me voy a comprar un carro porque estoy harto del transporte público. ,"Principalmente el tiempo, a veces el tiempo de espera es demasiado, pasan 3 o 4 micros y ninguno se para; me ha pasado incluso esperar más de una hora. La cantidad de unidades es muy poca para las horas concurridas. El transporte a veces está en pésimas condiciones, con alambres y cables salidos, sillones rotos, sucio a más no poder. ",Solo.,380-420 pesos,2
2024-09-24 16:31:24.643,playitas,cicese,Estudio,A pie,0,15,09:45:00,10:00:00,3 veces por semana,Comodidad,$0,3,3,"Transporte privado (Didi, Uber, Indriver etc. )",26,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo",No,"Todo jeje. Mejores vehículos, costos acorde a los estudiantes/inapam",Solo,500,3
2024-09-24 16:41:36.399,sauzal,uabc_sauzal,Estudio,Autobús,1,10 minutos,07:45:00,07:55:00,Diariamente,Es la única opción,$7,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",19 años,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Seguridad",No,"Mejores unidades de transporte, mejores horarios ",Solo,$300,2
2024-09-24 17:09:46.847,playitas,valle_dorado,Estudio,Autobús,2,1 hora o más,14:30:00,15:50:00,Diariamente,Es la única opción,13,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",22,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad","Una moto y pedir didis o uber porque el transporte publico tarda mucho en pasar, está lleno o deja de pasar muy temprano ","Precios mas justos, mas camiones, tracker en tiempo real para saber si va a llegar pronto o ya no va a llegar ",Compañeros de la escuela ,1000,1
2024-09-24 17:31:22.311,playitas,centro,Compras,Autobús,1,40 min,16:00:00,16:40:00,3 veces por semana,Es la única opción,7,1,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",22,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Seguridad","Tomar Didi cuando no pasa el camión, me cambié de casa solo para no tener que tomar el camión aunque me gustaba más mi otra residencia.","Más unidades en mejores condiciones (más limpias, más grandes, con agarraderas a lo largo de todo el camión porque a veces nos toca estar parados y no hay de donde agarrarse o el tubo está flojo, con mejor ventilación y asientos que no estén hundidos, rotos, con metales salidos o con vidrios). ",Solo ,300,3
2024-09-24 18:09:36.329,moderna,cicese,Estudio,Autobús,1,15,08:00:00,08:45:00,Diariamente,Costo,13,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",27,Masculino,Estudiante,menos de 8 mil,1,"Seguridad, Comodidad",Bicicleta,"Mayor seguridad, mejores camiones, mas comodidad, mas espacio y  mejor costo",Solo,2000,1
2024-09-24 18:12:52.719,sauzal,cicese,Estudio,Autobús,1,20 minutos ,07:00:00,07:20:00,Diariamente,Es la única opción,12 pesos,1,1,Ninguno,19 años,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad",No,Que sean más rápidos a veces tengo que esperar 30 minutos para que llegue.,Sola,312 pesos,2
2024-09-24 18:30:35.246,playitas,central de autobuses gastelum.,Estudio,Autobús,0,50 minutos,08:00:00,09:00:00,1 vez por semana,Costo,6 pesos,2,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",20 años,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",Ninguno,"Las condiciones de seguridad de las unidades, el número de unidades de transporte y las condiciones mecánicas del transporte.",Solo,180 pesos ,3
2024-09-24 18:49:38.616,playitas,unam,Estudio,A pie,0,15 minutos,07:30:00,08:00:00,Diariamente,Rapidez,0,3,4,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",19,Masculino,Estudiante,menos de 8 mil,1,"Tiempo, Comodidad",No,"FRECUENCIA EN LA QUE PASAN, SIEMPRE TARDAN COMO MEDIA HORA O MÁS EN PASAR LOS CAMIONES Y TAMBIÉN LES FALTA MANTENIMIENTO A LAS UNIDADES",Solo,2000,5
2024-09-24 18:59:14.429,burger king de la novena,cicese,Estudio,Autobús,0,40 minutos,07:15:00,07:55:00,Diariamente,Es la única opción,7,2,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",25,Masculino,Estudiante,14 mil - 16 mil,0,"Tiempo, Costo, Seguridad",No,Autobuses más grandes y con mayor frecuencia,Sólo,250,3
2024-09-24 20:17:38.379,sauzal,uabc_sauzal,Estudio,Autobús,0,10-15 minutos,10:00:00,02:00:00,Diariamente,Es la única opción,6 c/u,2,1,Caminar,25,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad, Comodidad","Reducido mis viajes, y tratar de evitar horarios de 7-9 porque suelen ir llenos ","Mejores asientos, conducción con cuidado, paradas de camión señalizadas. ","Ambas, en ocasiones coincido con mi pareja. ",240 pesos aproximadamente ,1
2024-09-24 20:17:45.850,sauzal,uabc_sauzal,Estudio,Autobús,0,10-15 minutos ,07:30:00,07:45:00,Diariamente,Es la única opción,6 pesos ,2,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",23,Masculino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,"Mejores asientos, conduccion con precaución, paradas de camion señalizadas","Ambas, en ocasiones con mi pareja",240,1
2024-09-24 20:22:25.201,cicese,riveroll,Estudio,Autobús,1,50 min ,15:00:00,16:00:00,Diariamente,Es la única opción,$6,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",28,Masculino,Estudiante,Más de 16 mil,0,Tiempo,Salir más tarde o temprano de lo usual para evitar la saturación del servicio ,Más consistencia en los horarios del camión y más constante ,"Acompañado, con mi pareja ",280,1
2024-09-24 20:48:16.305,buena_vista_(zorrillo),unam,Estudio,Autobús,2,45 minutos a 1 hora ,07:00:00,07:45:00,Diariamente,Es la única opción,19,2,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",24,Femenino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad, Comodidad","Sí, no tiene mucho que me quedé a Ensenada y estoy conociendo el transporte, verdaderamente está horrible ","Mejorar las unidades de transporte público, son extremadamente anticuadas y siempre tienen fallos y asientos en mal estado",Solo,850,3
2024-09-24 22:15:36.584,ambar y reforma,uabc_sauzal,Estudio,Autobús,2,120 minutos,06:40:00,08:00:00,Diariamente,Costo,12 pesos,1,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",22,Masculino,Estudiante,menos de 8 mil,1,Tiempo,Empezar el viaje más temprano para poder llegar a tiempo,Más unidades en horas pico,Sólo ,500,4
2024-09-25 03:31:46.233,uabc_sauzal,centro,Compras,Autobús,0,30,18:00:00,18:30:00,1 vez por semana,Es la única opción,7,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",20,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Seguridad","Intento evitar a toda costa usar el camión porque me es incómodo, así que hago el súper en linea",Que fuera cómodo y seguro,Solo,70,1
2024-09-25 06:38:14.945,sauzal,unam,Estudio,Autobús,1,20 min,08:00:00,08:20:00,Diariamente,Costo,12 pesos,2,2,Bicicleta,23,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",NO,que no tarde tanto en pasar y que sea economico.,solo,252,3
2024-09-25 10:21:22.773,"zafiro 139, coronitas.",unam,Estudio,A pie,0,10 min,07:50:00,08:00:00,Diariamente,Rapidez,0,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",21,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",Me mudé del centro a una casa cerca de la uni,"Mejor calidad y mayor transporte, tarda musho",Solo ,300,3
2024-09-25 10:33:57.572,sauzal,cicese,Estudio,Autobús,0,30 minutos ,07:30:00,08:00:00,Diariamente,Es la única opción,18,2,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",45,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Costo, Seguridad",No,"Mejoras en unidades, menos paradas",Sólo,1600,2
2024-09-25 11:33:54.310,moderna,unam,Estudio,Autobús,0,"6 minutos, pero el tiempo de espera para tomarlo suele ser mucho. ",10:00:00,10:05:00,Diariamente,Es la única opción,6 pesos el viaje de ida y 6 regreso,2,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",23,Femenino,Estudiante,8 mil - 10 mil,0,"Tiempo, Costo","A veces tengo que tomar un uber porque el camión se tarda demasiado en llegar o va lleno,  y para llegar a tiempo a la escuela ","Todo. La calidad de los camiones del vigía es deplorable, asientos caídos, rotos. Y la seguridad es algo que debe mejorar también, suben excesiva cantidad de gente que van pegados hasta la puerta, lo cual puede resultar en un accidente serio. También, no son para nada puntuales, a veces pasan dos camiones juntos y se tiene que esperar unos 20 min para que siquiera pase otro camión. ",Solo,500,2
2024-09-25 11:39:33.827,moderna,cicese,Estudio,Autobús,0,El trayecto es de 5 minutos pero llego a tardar 45 minutos por la espera,02:10:00,03:00:00,Diariamente,Costo,$6,2,1,"Transporte privado (Didi, Uber, Indriver etc. )",19 años,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo","Si, he empezado a viajar el Didi y Uber ya que es más rápido llegar a mi destinto","Que hubieran más unidades para que se tengan más unidades, en especial para las horas pico ",Algunas veces acompañada por un compañero,$840,3
2024-09-25 12:15:12.550,uabc_sauzal,costco,Compras,Autobús,0,35 minutos con un tiempo de esper muy largo ,10:00:00,11:30:00,1 vez por semana,Es la única opción,13,1,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",18,Masculino,Estudiante,menos de 8 mil,1,Tiempo,"Me cbo de mudar a Ensenada, estoy viendo que hay poco transporte ",Más unidades en más horarios,Acompañado de amigos,52,3
2024-09-25 12:20:16.251,sauzal,cicese,Estudio,Autobús,1,10 - 15 minutos ,07:30:00,07:55:00,Diariamente,Costo,$7-$13,3,2,Ninguno,20,Femenino,Estudiante,menos de 8 mil,0,Costo,Ninguno ,"Mejor horario, mejores unidades. ",Sola,$344,3
2024-09-25 12:33:59.457,fraccionamiento mar,uabc_sauzal,Estudio,Autobús,2,1 hora 10 minutos ,12:35:00,13:45:00,2 veces por semana,Es la única opción,24,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",31,Femenino,Estudiante,10 mil - 12 mil,1,"Tiempo, Costo, Seguridad, Comodidad",No,"Un balance entre el costo y servicio. Choferes capacitados, rutas mejor diseñadas, disminución en el tiempo de espera y mejores unidades.",Sólo ,De 200 a 300 pesos ,3
2024-09-25 12:57:33.162,playitas,centro,Compras,Autobús,1,40 min,17:00:00,18:20:00,1 vez por semana,Costo,26,3,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",21,Femenino,Estudiante,menos de 8 mil,1,"Tiempo, Costo, Comodidad","Si, motocicleta",Rapidez,Amigos,300,3
2024-09-26 10:21:17.117,moderna,cicese,Estudio,Autobús,0,30 minutos ,07:30:00,08:10:00,Diariamente,Es la única opción,7,1,1,"No, no está dentro de mis posibilidades ",30,Femenino,Estudiante,menos de 8 mil,0,"Tiempo, Costo",No,"Que pasen más unidades, porque es insuficiente, luego no hacen paradas. También que el descuento de estudiante se aplique los fines de semana ",Solo,Alrededor de 500 pesos ,1
2024-09-26 11:45:27.898,centro,cicese,Estudio,Automóvil,0,15,09:45:00,10:00:00,3 veces por semana,Comodidad,-,5,5,"Transporte privado (Didi, Uber, Indriver etc. )",30,Masculino,Estudiante,Más de 16 mil,1,"Tiempo, Costo, Seguridad, Comodidad",Deje de usar bicicleta porque la ruta no es segura,Camiones más limpios y modernos. Menos contaminantes. ,Solo,1200,5
2024-09-26 11:46:48.925,calle 11 esq. reforma,cicese,Estudio,Automóvil,0,15-17 min,08:00:00,08:17:00,Diariamente,Comodidad,600 cada dos semanas,5,5,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",37,Femenino,Estudiante,Más de 16 mil,1,"Tiempo, Seguridad, Comodidad",no,Autobuses en buen estado y del tamaño adecuado (asientos) para adultos,solo,1200,5
2024-09-26 11:50:03.644,playitas,cicese,Estudio,A pie,0,20 minutos,07:30:00,08:00:00,Diariamente,Es la única opción,0.00,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",30,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Seguridad, Comodidad",No,Mejores camiones y más baratos y seguros,Solo,500 pesos,3
2024-09-26 11:51:45.362,autozone 10,uabc_sauzal,Estudio,Autobús,0,30,09:30:00,09:55:00,Diariamente,Costo,$12,2,2,"Transporte privado (Didi, Uber, Indriver etc. )",28,Masculino,Estudiante,8 mil - 10 mil,0,"Tiempo, Costo, Seguridad, Comodidad",Cambiar de horario de salida a uno menos recurrente ,Cambio de unidades,Solo,240,4
2024-09-26 11:51:49.050,sauzal,cicese,Estudio,Autobús,1,10 minutos,09:30:00,10:00:00,Diariamente,Es la única opción,6 pesos,2,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",26,Masculino,Estudiante,14 mil - 16 mil,0,"Tiempo, Costo, Seguridad, Comodidad",no,mayor frecuencia de camiones y un horario más amplio ,"si, con mi esposa ",800,1
2024-09-26 11:54:53.692,moderna,cicese,Estudio,A pie,2,30-40 min,10:20:00,11:00:00,Diariamente,Comodidad,12,2,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",26,Femenino,Estudiante,menos de 8 mil,1,"Tiempo, Seguridad, Comodidad","La incomodidad y tardanza de ir en camión, recurro a ir a pie o en automovil",Mayor número de camiones para que todos lleguen a tiempo entre semana,Roomie,200-300,3
2024-09-26 11:55:17.894,porticos,cicese,Estudio,Autobús,2,1 hora y media,07:10:00,08:50:00,Diariamente,Es la única opción,6 pesos por camión ,1,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",22 años,Femenino,Estudiante,14 mil - 16 mil,0,"Tiempo, Costo, Seguridad, Comodidad",No,"Calidad de los camiones, y manejo de los mismos ",Sola,480,3
2024-09-26 11:56:01.614,valle_de_chapultepec,cicese,Estudio,Autobús,2,1 hora,08:00:00,09:00:00,Diariamente,Costo,6,2,2,No,25,Masculino,Estudiante,14 mil - 16 mil,0,"Costo, Seguridad","Si, decidí realizar un trasbordo en otra avenida porque al tomar el trasbordo que anteriormente hacia (en la zona del centro) por lo regular no alcanzaba lugar en el autobús. ","Mejores unidades, mejores asientos, que se estandarice las unidades. ",solo,600,3
2024-09-26 11:56:04.418,valle_dorado,cicese,Estudio,Autobús,0,1 hora,08:00:00,09:00:00,3 veces por semana,Costo,13 pesos,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",27,Femenino,Estudiante,14 mil - 16 mil,1,"Tiempo, Seguridad",Dejé el coche por el costo de la gasolina,Mejor seguridad y limpieza,Sola,1000,1
2024-09-26 11:57:04.817,calle 9 y reforma,cicese,Estudio,Autobús,1,30 minutos,08:00:00,08:30:00,3 veces por semana,Es la única opción,6 pesos,3,3,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",27,Masculino,Estudiante,Más de 16 mil,0,"Tiempo, Costo",No,más rapidez en los tiempos ,solo,150 pesos,4
2024-09-26 11:57:17.934,centro,cicese,Estudio,Autobús,0,15 a 30 min,08:30:00,09:15:00,Diariamente,Es la única opción,13 pesos,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",28 años ,Masculino,Estudiante,8 mil - 10 mil,3 o más,Tiempo,No,Eficiencia y comodidad. ,Solo,600,3
2024-09-26 11:57:35.719,moderna,cicese,Estudio,Automóvil,0,5 a 7 minutos,09:30:00,09:37:00,Diariamente,Cuento con automóvil propio.,"Aproximadamente $1,300 pesos de gasolina cada 3 semanas.",5,5,Ya cuento con automóvil propio.,32,Masculino,Estudiante,Más de 16 mil,1,"Tiempo, Costo, Seguridad, Comodidad",No.,"Si utilizara el transporte público, quisiera un transporte donde los y las estudiantes estemos más seguros, al mismo tiempo de que sea cómodo y rápido.",Solo,"Aproximadamente $1,300 pesos de gasolina cada 3 semanas.",4
2024-09-26 11:58:30.205,mexico y delante,cicese,Estudio,Autobús,2,1 hora,09:00:00,10:10:00,Diariamente,Es la única opción,$25 ,1,1,"Transporte privado (Didi, Uber, Indriver etc. )",29,Masculino,Estudiante,menos de 8 mil,0,"Tiempo, Costo, Seguridad, Comodidad",no,en todos los aspectos,solo,$500,2
2024-09-26 11:58:45.779,sauzal,cicese,Estudio,Autobús,0,20 min,09:00:00,09:20:00,Diariamente,Es la única opción,6 pesos,2,2,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",35,Femenino,Estudiante,Más de 16 mil,0,"Tiempo, Costo, Seguridad",Algunas veces compañeros con auto nos ayudan a viajar ,"Una reforma total, empezando por los vehículos y la cantidad de estos ",Sola,200 pesos ,3
2024-09-26 11:58:47.971,fraccionamiento mexico,cicese,Estudio,Automóvil,1,15 min,08:45:00,09:00:00,Diariamente,Rapidez,24 pesos,5,5,también uso la bicicleta,30,Femenino,Estudiante,Más de 16 mil,1,"Tiempo, Costo, Seguridad, Comodidad",Hay días en los que me voy en carro y otros en bici,que haya más y con mayor calidad,acompañada de mi pareja,1200,5
2024-09-26 11:59:24.980,moderna,cicese,Estudio,Autobús,0,10 min,08:30:00,09:30:00,Diariamente,Es la única opción,6 peso,1,1,"Transporte particular (Automóvil, Motocicleta, Bicicleta etc.)",29,Masculino,Estudiante,12 mil - 14 mil,0,"Tiempo, Costo, Seguridad, Comodidad","Sí, mejor en bici, es más rápido que el autobús ",Autobuses más amplios y más cómodos ,Solo,240 aprox,3
